date,symbol,Open,High,Low,Close,Volume
2024-06-03,NESCO.NS,867.0982,867.0982,841.5665,849.3242,57430
2024-06-03,NESTLEIND.NS,1157.9822,1164.8818,1145.8893,1148.3518,2145030
2024-06-03,NETWORK18.NS,82.95,82.95,79.05,79.55,1414423
2024-06-03,NHPC.NS,112.15,112.15,105.1168,107.5404,160415834
2024-06-03,NIITLTD.NS,102.0641,102.0641,98.1574,98.6945,283923
2024-06-03,NILKAMAL.NS,1763.2311,1784.8619,1751.7171,1759.0398,5131
2024-06-03,NLCINDIA.NS,239.8574,240.5344,229.7021,233.3773,8233297
2024-06-03,NOCIL.NS,249.3578,252.2686,246.7381,249.3578,598098
2024-06-03,NRBBEARING.NS,314.1165,314.1165,292.7319,294.2526,520266
2024-06-03,NTPC.NS,363.1002,370.8338,352.2072,369.5134,39261174
2024-06-03,NUCLEUS.NS,1175.8151,1181.6026,1142.682,1159.6102,25920
2024-06-03,OFSS.NS,6980.9061,7069.9068,6887.9171,7015.5044,88251
2024-06-03,OIL.NS,434.6368,434.6368,408.0489,421.7209,7389685
2024-06-03,OLECTRA.NS,1853.1773,1874.3065,1784.5448,1803.0765,810735
2024-06-03,ONGC.NS,249.3369,257.0516,245.0759,254.8538,30195397
2024-06-03,ORIENTCEM.NS,209.8299,213.6405,207.306,209.0876,549004
2024-06-03,PAGEIND.NS,35059.074,35347.1866,34483.9596,34903.9492,33981
2024-06-03,PAISALO.NS,64.1512,65.643,62.162,65.1955,968632
2024-06-03,PANACEABIO.NS,133.5,134.2,129.0,129.65,103699
2024-06-03,PCBL.NS,228.8084,230.1937,219.7325,223.7928,3507618
2024-06-03,PERSISTENT.NS,3457.4373,3457.4373,3323.9854,3374.0669,855315
2024-06-03,PETRONET.NS,286.6281,294.4124,280.0949,293.532,9208116
2024-06-03,PFC.NS,485.8062,506.7469,471.3924,502.9395,44287988
2024-06-03,PFIZER.NS,4572.6905,4586.6647,4464.891,4514.6079,49037
2024-06-03,PGHL.NS,4446.1774,4446.1774,4377.1265,4421.8721,5618
2024-06-03,PHOENIXLTD.NS,1605.4837,1687.5252,1573.1251,1664.1771,1519068
2024-06-03,PIIND.NS,3542.5923,3637.4832,3523.8118,3603.6289,437923
2024-06-03,PILANIINVS.NS,3721.2943,3809.9451,3685.9234,3743.2214,7047
2024-06-03,PNB.NS,126.0027,129.3628,123.8094,127.8694,95948403
2024-06-03,POLYMED.NS,1840.7739,1840.7739,1781.2721,1784.8044,22519
